order_id,customer_id,destination_id,shipping_mode_id,order_status_id,delivery_status_id,order_type_id,order_date,shipping_date,days_for_shipping_real,days_for_shipment_scheduled
23803,9649,1304,4,8,4,4,12/14/2015 10:54,12/18/2015 10:54,4,4
23805,5283,1304,4,3,2,2,12/14/2015 11:36,12/20/2015 11:36,6,4
23807,1839,2206,4,3,1,2,12/14/2015 12:18,12/17/2015 12:18,3,4
23808,9125,1336,4,7,4,3,12/14/2015 12:39,12/18/2015 12:39,4,4
23809,3557,1336,4,8,2,4,12/14/2015 13:00,12/19/2015 13:00,5,4
23810,1093,1336,4,7,2,3,12/14/2015 13:21,12/20/2015 13:21,6,4
23811,4176,1336,3,2,4,1,12/14/2015 13:42,12/16/2015 13:42,2,2
23812,3597,1336,3,7,2,3,12/14/2015 14:03,12/17/2015 14:03,3,2
23813,1373,1326,3,3,2,2,12/14/2015 14:24,12/18/2015 14:24,4,2
23814,11344,1326,3,6,2,4,12/14/2015 14:45,12/19/2015 14:45,5,2
23815,1429,2231,4,2,2,1,12/14/2015 15:06,12/20/2015 15:06,6,4
23816,9778,519,4,2,1,1,12/14/2015 15:27,12/16/2015 15:27,2,4
23817,7574,519,4,7,1,3,12/14/2015 15:48,12/17/2015 15:48,3,4
23818,6948,1304,4,4,4,2,12/14/2015 16:09,12/18/2015 16:09,4,4
23820,7143,597,4,3,2,2,12/14/2015 16:51,12/20/2015 16:51,6,4
23821,3914,2201,4,6,1,4,12/14/2015 17:12,12/16/2015 17:12,2,4
23822,1149,2201,4,3,1,2,12/14/2015 17:33,12/17/2015 17:33,3,4
23823,1958,577,4,2,4,1,12/14/2015 17:54,12/18/2015 17:54,4,4
23824,494,720,4,3,2,2,12/14/2015 18:15,12/19/2015 18:15,5,4
23825,5762,720,4,7,2,3,12/14/2015 18:36,12/20/2015 18:36,6,4
23826,4717,2267,4,6,1,4,12/14/2015 18:57,12/16/2015 18:57,2,4
23827,2970,2267,4,7,1,3,12/14/2015 19:18,12/17/2015 19:18,3,4
23828,9975,2201,4,3,4,2,12/14/2015 19:39,12/18/2015 19:39,4,4
23829,1172,2201,4,8,2,4,12/14/2015 20:00,12/19/2015 20:00,5,4
23830,9136,2201,4,3,2,2,12/14/2015 20:21,12/20/2015 20:21,6,4
23831,5612,1897,1,3,2,2,12/14/2015 20:42,12/16/2015 20:42,2,1
23832,3581,1897,1,3,2,2,12/14/2015 21:03,12/16/2015 21:03,2,1
23833,2610,1307,3,6,2,4,12/14/2015 21:24,12/18/2015 21:24,4,2
23834,10823,1872,3,7,2,3,12/14/2015 21:45,12/19/2015 21:45,5,2
23835,33,1872,3,6,2,4,12/14/2015 22:06,12/20/2015 22:06,6,2
23836,8858,1872,3,1,3,4,12/14/2015 22:27,12/16/2015 22:27,2,2
23837,4109,1872,3,2,2,1,12/14/2015 22:48,12/17/2015 22:48,3,2
23838,7333,1872,3,7,2,3,12/14/2015 23:09,12/18/2015 23:09,4,2
23839,1094,1872,4,8,2,4,12/14/2015 23:30,12/19/2015 23:30,5,4
23840,9222,1872,4,6,2,4,12/14/2015 23:51,12/20/2015 23:51,6,4
23841,4406,1872,1,8,2,4,12/15/2015 0:12,12/17/2015 0:12,2,1
23842,11841,1872,1,2,2,1,12/15/2015 0:33,12/17/2015 0:33,2,1
23843,9777,1872,3,7,2,3,12/15/2015 0:54,12/19/2015 0:54,4,2
23844,8362,1886,3,7,2,3,12/15/2015 1:15,12/20/2015 1:15,5,2
23845,9514,648,4,7,2,3,12/15/2015 1:36,12/21/2015 1:36,6,4
23846,10450,576,4,6,1,4,12/15/2015 1:57,12/17/2015 1:57,2,4
23847,5396,2266,4,7,1,3,12/15/2015 2:18,12/18/2015 2:18,3,4
23848,11505,2266,4,2,4,1,12/15/2015 2:39,12/19/2015 2:39,4,4
23849,1712,2266,4,6,2,4,12/15/2015 3:01,12/20/2015 3:01,5,4
23850,5128,1391,4,8,2,4,12/15/2015 3:22,12/21/2015 3:22,6,4
23851,3855,1391,4,2,1,1,12/15/2015 3:43,12/17/2015 3:43,2,4
23852,3619,1391,3,4,2,2,12/15/2015 4:04,12/18/2015 4:04,3,2
23853,12008,1391,1,2,2,1,12/15/2015 4:25,12/17/2015 4:25,2,1
23855,7123,703,4,8,2,4,12/15/2015 5:07,12/21/2015 5:07,6,4
23856,3316,703,4,8,1,4,12/15/2015 5:28,12/17/2015 5:28,2,4
23859,5297,2269,1,7,2,3,12/15/2015 6:31,12/17/2015 6:31,2,1
23861,7590,2193,1,2,2,1,12/15/2015 7:13,12/17/2015 7:13,2,1
23863,2575,1326,3,2,2,1,12/15/2015 7:55,12/19/2015 7:55,4,2
23864,12284,1345,3,3,2,2,12/15/2015 8:16,12/20/2015 8:16,5,2
23865,11999,1345,4,2,2,1,12/15/2015 8:37,12/21/2015 8:37,6,4
23866,2625,828,4,7,1,3,12/15/2015 8:58,12/17/2015 8:58,2,4
23867,6449,828,4,7,1,3,12/15/2015 9:19,12/18/2015 9:19,3,4
23868,5677,1357,3,7,2,3,12/15/2015 9:40,12/19/2015 9:40,4,2
23870,8418,1929,4,8,2,4,12/15/2015 10:22,12/21/2015 10:22,6,4
23871,3217,1929,4,3,1,2,12/15/2015 10:43,12/17/2015 10:43,2,4
23872,5146,1929,4,7,1,3,12/15/2015 11:04,12/18/2015 11:04,3,4
23873,6012,1929,3,7,2,3,12/15/2015 11:25,12/19/2015 11:25,4,2
23874,685,1929,3,6,2,4,12/15/2015 11:46,12/20/2015 11:46,5,2
23875,2160,1929,3,8,2,4,12/15/2015 12:07,12/21/2015 12:07,6,2
23877,4206,2272,4,6,1,4,12/15/2015 12:49,12/18/2015 12:49,3,4
23878,8977,1342,4,6,4,4,12/15/2015 13:10,12/19/2015 13:10,4,4
23879,9773,2061,1,3,2,2,12/15/2015 13:31,12/17/2015 13:31,2,1
23880,5256,1873,3,3,2,2,12/15/2015 13:52,12/21/2015 13:52,6,2
23881,1608,1873,4,4,1,2,12/15/2015 14:13,12/17/2015 14:13,2,4
23882,5345,1873,4,2,1,1,12/15/2015 14:34,12/18/2015 14:34,3,4
23883,6333,1326,1,1,3,4,12/15/2015 14:55,12/17/2015 14:55,2,1
23884,4324,1326,3,3,2,2,12/15/2015 15:16,12/20/2015 15:16,5,2
23885,6996,1326,4,3,2,2,12/15/2015 15:37,12/21/2015 15:37,6,4
23886,5243,2192,4,6,1,4,12/15/2015 15:58,12/17/2015 15:58,2,4
23887,4345,2192,4,7,1,3,12/15/2015 16:19,12/18/2015 16:19,3,4
23888,10949,2224,4,3,4,2,12/15/2015 16:40,12/19/2015 16:40,4,4
23890,9191,2224,4,7,2,3,12/15/2015 17:22,12/21/2015 17:22,6,4
23891,1823,763,4,1,3,4,12/15/2015 17:43,12/17/2015 17:43,2,4
23893,2433,763,3,3,2,2,12/15/2015 18:25,12/19/2015 18:25,4,2
23894,6516,763,3,2,2,1,12/15/2015 18:46,12/20/2015 18:46,5,2
23895,6649,1323,3,3,2,2,12/15/2015 19:07,12/21/2015 19:07,6,2
23896,5772,1323,3,8,4,4,12/15/2015 19:28,12/17/2015 19:28,2,2
23897,5214,2269,4,7,1,3,12/15/2015 19:49,12/18/2015 19:49,3,4
23898,4186,2247,4,7,4,3,12/15/2015 20:11,12/19/2015 20:11,4,4
23899,11292,2247,3,3,2,2,12/15/2015 20:32,12/20/2015 20:32,5,2
23900,5592,2247,4,8,2,4,12/15/2015 20:53,12/21/2015 20:53,6,4
23902,2949,1326,4,7,1,3,12/15/2015 21:35,12/18/2015 21:35,3,4
23903,4582,1326,4,7,4,3,12/15/2015 21:56,12/19/2015 21:56,4,4
23904,12274,1326,3,7,2,3,12/15/2015 22:17,12/20/2015 22:17,5,2
23905,9628,1978,1,6,2,4,12/15/2015 22:38,12/17/2015 22:38,2,1
23907,5720,2201,1,7,2,3,12/15/2015 23:20,12/17/2015 23:20,2,1
23908,11599,2236,4,3,4,2,12/15/2015 23:41,12/19/2015 23:41,4,4
23909,8671,1304,4,8,2,4,12/16/2015 0:02,12/21/2015 0:02,5,4
23910,6265,1304,3,3,2,2,12/16/2015 0:23,12/22/2015 0:23,6,2
23911,6272,1304,4,3,1,2,12/16/2015 0:44,12/18/2015 0:44,2,4
23912,5882,1830,4,3,1,2,12/16/2015 1:05,12/19/2015 1:05,3,4
23914,10280,774,1,4,2,2,12/16/2015 1:47,12/18/2015 1:47,2,1
23915,8355,774,1,2,2,1,12/16/2015 2:08,12/18/2015 2:08,2,1
23916,9557,774,1,7,2,3,12/16/2015 2:29,12/18/2015 2:29,2,1
23917,5773,2055,1,7,2,3,12/16/2015 2:50,12/18/2015 2:50,2,1
23919,491,661,3,3,2,2,12/16/2015 3:32,12/21/2015 3:32,5,2
23920,3590,661,4,3,2,2,12/16/2015 3:53,12/22/2015 3:53,6,4
23921,3013,661,3,3,4,2,12/16/2015 4:14,12/18/2015 4:14,2,2
23922,4966,2250,3,3,2,2,12/16/2015 4:35,12/19/2015 4:35,3,2
23923,6724,2250,4,4,4,2,12/16/2015 4:56,12/20/2015 4:56,4,4
23924,7944,2250,4,6,2,4,12/16/2015 5:17,12/21/2015 5:17,5,4
23925,11998,1340,4,3,2,2,12/16/2015 5:38,12/22/2015 5:38,6,4
23926,3675,1340,2,7,4,3,12/16/2015 5:59,12/16/2015 17:59,0,0
23927,673,1340,2,8,4,4,12/16/2015 6:20,12/16/2015 18:20,0,0
23928,9681,1340,2,8,4,4,12/16/2015 6:41,12/16/2015 18:41,0,0
23929,11560,720,2,9,3,4,12/16/2015 7:02,12/16/2015 19:02,0,0
23931,10523,720,4,7,1,3,12/16/2015 7:44,12/18/2015 7:44,2,4
23932,439,720,4,7,1,3,12/16/2015 8:05,12/19/2015 8:05,3,4
23935,11492,2266,2,7,4,3,12/16/2015 9:08,12/16/2015 21:08,0,0
23936,2148,2266,4,1,3,4,12/16/2015 9:29,12/18/2015 9:29,2,4
23937,503,2228,4,7,1,3,12/16/2015 9:50,12/19/2015 9:50,3,4
23938,3502,2254,4,7,4,3,12/16/2015 10:11,12/20/2015 10:11,4,4
23939,11154,2254,4,4,2,2,12/16/2015 10:32,12/21/2015 10:32,5,4
23940,3198,1321,4,3,2,2,12/16/2015 10:53,12/22/2015 10:53,6,4
23941,3289,1321,1,6,2,4,12/16/2015 11:14,12/18/2015 11:14,2,1
23942,3952,2053,3,8,2,4,12/16/2015 11:35,12/19/2015 11:35,3,2
23943,10730,2053,4,3,4,2,12/16/2015 11:56,12/20/2015 11:56,4,4
23944,10691,2053,4,3,2,2,12/16/2015 12:17,12/21/2015 12:17,5,4
23945,163,1305,4,7,2,3,12/16/2015 12:38,12/22/2015 12:38,6,4
23946,1059,1305,4,2,1,1,12/16/2015 13:00,12/18/2015 13:00,2,4
23947,8282,1989,1,7,2,3,12/16/2015 13:21,12/18/2015 13:21,2,1
23948,5361,1989,4,8,4,4,12/16/2015 13:42,12/20/2015 13:42,4,4
23949,2229,519,4,3,2,2,12/16/2015 14:03,12/21/2015 14:03,5,4
23950,8990,519,4,3,2,2,12/16/2015 14:24,12/22/2015 14:24,6,4
23951,6635,1825,4,3,1,2,12/16/2015 14:45,12/18/2015 14:45,2,4
23952,8027,1940,4,7,1,3,12/16/2015 15:06,12/19/2015 15:06,3,4
23953,6822,751,3,2,2,1,12/16/2015 15:27,12/20/2015 15:27,4,2
23954,7038,812,2,2,2,1,12/16/2015 15:48,12/17/2015 3:48,1,0
23955,2198,2269,2,8,2,4,12/16/2015 16:09,12/17/2015 4:09,1,0
23956,12115,692,2,3,2,2,12/16/2015 16:30,12/17/2015 4:30,1,0
23957,6168,2250,1,7,2,3,12/16/2015 16:51,12/18/2015 16:51,2,1
23959,7369,534,3,8,2,4,12/16/2015 17:33,12/21/2015 17:33,5,2
23960,1318,534,3,3,2,2,12/16/2015 17:54,12/22/2015 17:54,6,2
23961,12029,534,3,3,4,2,12/16/2015 18:15,12/18/2015 18:15,2,2
23962,8226,534,3,7,2,3,12/16/2015 18:36,12/19/2015 18:36,3,2
23963,462,534,3,7,2,3,12/16/2015 18:57,12/20/2015 18:57,4,2
23964,8611,774,3,3,2,2,12/16/2015 19:18,12/21/2015 19:18,5,2
23965,7893,774,4,3,2,2,12/16/2015 19:39,12/22/2015 19:39,6,4
23967,1383,613,4,8,1,4,12/16/2015 20:21,12/19/2015 20:21,3,4
23968,5135,625,4,3,4,2,12/16/2015 20:42,12/20/2015 20:42,4,4
23969,9970,2224,1,2,2,1,12/16/2015 21:03,12/18/2015 21:03,2,1
23971,256,1968,4,6,1,4,12/16/2015 21:45,12/18/2015 21:45,2,4
23972,5672,1968,4,3,1,2,12/16/2015 22:06,12/19/2015 22:06,3,4
23973,4019,1968,4,3,4,2,12/16/2015 22:27,12/20/2015 22:27,4,4
23974,8749,1968,2,8,2,4,12/16/2015 22:48,12/17/2015 10:48,1,0
23975,4857,1315,3,7,2,3,12/16/2015 23:09,12/22/2015 23:09,6,2
23976,10700,1315,4,6,1,4,12/16/2015 23:30,12/18/2015 23:30,2,4
23978,6086,1962,4,3,4,2,12/17/2015 0:12,12/21/2015 0:12,4,4
23981,686,1952,3,7,4,3,12/17/2015 1:15,12/19/2015 1:15,2,2
23982,4232,2251,3,2,2,1,12/17/2015 1:36,12/20/2015 1:36,3,2
23983,3229,2251,4,3,4,2,12/17/2015 1:57,12/21/2015 1:57,4,4
23985,5262,2251,4,3,2,2,12/17/2015 2:39,12/23/2015 2:39,6,4
23987,1018,2251,4,7,1,3,12/17/2015 3:21,12/20/2015 3:21,3,4
23990,4686,1333,4,8,2,4,12/17/2015 4:24,12/23/2015 4:24,6,4
23992,11240,2250,4,2,1,1,12/17/2015 5:06,12/20/2015 5:06,3,4
23993,8226,1326,4,3,4,2,12/17/2015 5:27,12/21/2015 5:27,4,4
23994,11670,1326,2,2,4,1,12/17/2015 5:49,12/17/2015 17:49,0,0
23995,7564,1326,3,6,2,4,12/17/2015 6:10,12/23/2015 6:10,6,2
23996,4595,1326,3,3,4,2,12/17/2015 6:31,12/19/2015 6:31,2,2
23997,284,1326,1,3,2,2,12/17/2015 6:52,12/19/2015 6:52,2,1
23998,10349,1326,3,8,2,4,12/17/2015 7:13,12/21/2015 7:13,4,2
23999,2521,1326,3,3,2,2,12/17/2015 7:34,12/22/2015 7:34,5,2
24000,11344,1326,3,3,2,2,12/17/2015 7:55,12/23/2015 7:55,6,2
24001,6602,1326,2,2,4,1,12/17/2015 8:16,12/17/2015 20:16,0,0
24003,2310,2049,2,8,4,4,12/17/2015 8:58,12/17/2015 20:58,0,0
24004,4272,2049,2,7,4,3,12/17/2015 9:19,12/17/2015 21:19,0,0
24005,3219,1361,2,8,4,4,12/17/2015 9:40,12/17/2015 21:40,0,0
24006,6049,1361,2,6,4,4,12/17/2015 10:01,12/17/2015 22:01,0,0
24007,673,1361,2,8,4,4,12/17/2015 10:22,12/17/2015 22:22,0,0
24008,8526,1961,2,1,3,4,12/17/2015 10:43,12/17/2015 22:43,0,0
24010,6368,1302,3,3,2,2,12/17/2015 11:25,12/23/2015 11:25,6,2
24011,4629,1302,3,2,4,1,12/17/2015 11:46,12/19/2015 11:46,2,2
24012,2519,1350,3,8,2,4,12/17/2015 12:07,12/20/2015 12:07,3,2
24013,10826,2248,3,3,2,2,12/17/2015 12:28,12/21/2015 12:28,4,2
24014,4730,2248,3,3,2,2,12/17/2015 12:49,12/22/2015 12:49,5,2
24015,4290,2248,3,7,2,3,12/17/2015 13:10,12/23/2015 13:10,6,2
24016,604,1886,4,3,1,2,12/17/2015 13:31,12/19/2015 13:31,2,4
24017,5156,1351,4,7,1,3,12/17/2015 13:52,12/20/2015 13:52,3,4
24018,9490,2250,3,8,2,4,12/17/2015 14:13,12/21/2015 14:13,4,2
24019,190,2250,1,8,2,4,12/17/2015 14:34,12/19/2015 14:34,2,1
24020,9280,767,1,7,2,3,12/17/2015 14:55,12/19/2015 14:55,2,1
24021,9507,767,1,6,2,4,12/17/2015 15:16,12/19/2015 15:16,2,1
24022,11422,767,4,3,1,2,12/17/2015 15:37,12/20/2015 15:37,3,4
24024,3770,2274,4,3,2,2,12/17/2015 16:19,12/22/2015 16:19,5,4
24025,10593,2274,4,6,2,4,12/17/2015 16:40,12/23/2015 16:40,6,4
24026,6597,2274,4,8,1,4,12/17/2015 17:01,12/19/2015 17:01,2,4
24030,11001,1898,2,3,2,2,12/17/2015 18:25,12/18/2015 6:25,1,0
24031,5650,2225,1,3,2,2,12/17/2015 18:46,12/19/2015 18:46,2,1
24032,7021,2225,1,2,2,1,12/17/2015 19:07,12/19/2015 19:07,2,1
24033,4183,2225,4,7,4,3,12/17/2015 19:28,12/21/2015 19:28,4,4
24034,12264,2225,4,4,2,2,12/17/2015 19:49,12/22/2015 19:49,5,4
24035,4133,2225,4,3,2,2,12/17/2015 20:10,12/23/2015 20:10,6,4
24036,7008,710,4,7,1,3,12/17/2015 20:31,12/19/2015 20:31,2,4
24037,2754,710,4,8,1,4,12/17/2015 20:52,12/20/2015 20:52,3,4
24038,1418,710,4,7,4,3,12/17/2015 21:13,12/21/2015 21:13,4,4
24039,31,2267,4,8,2,4,12/17/2015 21:34,12/22/2015 21:34,5,4
24040,6370,2267,4,2,2,1,12/17/2015 21:55,12/23/2015 21:55,6,4
24041,7943,570,1,6,2,4,12/17/2015 22:16,12/19/2015 22:16,2,1
24043,8445,2246,4,2,4,1,12/17/2015 22:59,12/21/2015 22:59,4,4
24044,11358,1912,4,3,2,2,12/17/2015 23:20,12/22/2015 23:20,5,4
24046,821,659,2,3,4,2,12/18/2015 0:02,12/18/2015 12:02,0,0
24047,10620,1886,2,7,4,3,12/18/2015 0:23,12/18/2015 12:23,0,0
24048,11283,2274,1,2,2,1,12/18/2015 0:44,12/20/2015 0:44,2,1
24049,1990,585,1,7,2,3,12/18/2015 1:05,12/20/2015 1:05,2,1
24050,7141,537,4,4,2,2,12/18/2015 1:26,12/24/2015 1:26,6,4
24051,3614,537,4,3,1,2,12/18/2015 1:47,12/20/2015 1:47,2,4
24052,9606,2250,4,3,1,2,12/18/2015 2:08,12/21/2015 2:08,3,4
24054,1875,2250,1,3,2,2,12/18/2015 2:50,12/20/2015 2:50,2,1
24055,7502,2250,1,7,2,3,12/18/2015 3:11,12/20/2015 3:11,2,1
24056,11908,1354,3,3,4,2,12/18/2015 3:32,12/20/2015 3:32,2,2
24057,10119,1940,3,4,2,2,12/18/2015 3:53,12/21/2015 3:53,3,2
24058,6297,1940,3,7,2,3,12/18/2015 4:14,12/22/2015 4:14,4,2
24059,5636,1940,3,6,2,4,12/18/2015 4:35,12/23/2015 4:35,5,2
24060,3756,1940,4,7,2,3,12/18/2015 4:56,12/24/2015 4:56,6,4
24061,758,1940,4,7,1,3,12/18/2015 5:17,12/20/2015 5:17,2,4
24062,4561,1940,4,3,1,2,12/18/2015 5:38,12/21/2015 5:38,3,4
24063,8358,1940,4,3,4,2,12/18/2015 5:59,12/22/2015 5:59,4,4
24065,221,814,4,3,2,2,12/18/2015 6:41,12/24/2015 6:41,6,4
24066,6255,814,4,3,1,2,12/18/2015 7:02,12/20/2015 7:02,2,4
24067,3397,596,4,6,1,4,12/18/2015 7:23,12/21/2015 7:23,3,4
24069,6230,1330,4,8,2,4,12/18/2015 8:05,12/23/2015 8:05,5,4
24070,10577,1330,2,7,4,3,12/18/2015 8:26,12/18/2015 20:26,0,0
24071,9133,1330,2,3,4,2,12/18/2015 8:47,12/18/2015 20:47,0,0
24072,9177,664,2,3,4,2,12/18/2015 9:08,12/18/2015 21:08,0,0
24073,5770,1326,2,1,3,4,12/18/2015 9:29,12/18/2015 21:29,0,0
24074,10751,579,2,7,4,3,12/18/2015 9:50,12/18/2015 21:50,0,0
24075,4864,579,3,7,2,3,12/18/2015 10:11,12/24/2015 10:11,6,2
24076,8091,2225,3,7,4,3,12/18/2015 10:32,12/20/2015 10:32,2,2
24077,4265,1303,4,1,3,4,12/18/2015 10:53,12/21/2015 10:53,3,4
24078,6307,1303,4,6,4,4,12/18/2015 11:14,12/22/2015 11:14,4,4
24079,10436,1930,4,7,2,3,12/18/2015 11:35,12/23/2015 11:35,5,4
24080,3018,1339,3,3,2,2,12/18/2015 11:56,12/24/2015 11:56,6,2
24081,12232,693,4,7,1,3,12/18/2015 12:17,12/20/2015 12:17,2,4
24082,1236,693,4,9,3,4,12/18/2015 12:38,12/21/2015 12:38,3,4
24083,4386,693,4,7,4,3,12/18/2015 12:59,12/22/2015 12:59,4,4
24085,537,1326,4,6,2,4,12/18/2015 13:41,12/24/2015 13:41,6,4
24086,3231,1336,4,5,1,3,12/18/2015 14:02,12/20/2015 14:02,2,4
24087,9730,1336,4,3,1,2,12/18/2015 14:23,12/21/2015 14:23,3,4
24088,10412,2243,3,3,2,2,12/18/2015 14:44,12/22/2015 14:44,4,2
24089,9161,2243,4,6,2,4,12/18/2015 15:05,12/23/2015 15:05,5,4
24091,3245,1924,4,6,1,4,12/18/2015 15:48,12/20/2015 15:48,2,4
24092,1660,1924,4,3,1,2,12/18/2015 16:09,12/21/2015 16:09,3,4
24093,5832,1355,4,3,4,2,12/18/2015 16:30,12/22/2015 16:30,4,4
24094,5444,1355,4,7,2,3,12/18/2015 16:51,12/23/2015 16:51,5,4
24095,6601,559,4,2,2,1,12/18/2015 17:12,12/24/2015 17:12,6,4
24097,11683,1326,4,3,1,2,12/18/2015 17:54,12/21/2015 17:54,3,4
24098,4153,1856,4,6,4,4,12/18/2015 18:15,12/22/2015 18:15,4,4
24100,5230,1856,4,8,2,4,12/18/2015 18:57,12/24/2015 18:57,6,4
24101,6239,1856,4,3,1,2,12/18/2015 19:18,12/20/2015 19:18,2,4
24102,6100,1856,4,7,1,3,12/18/2015 19:39,12/21/2015 19:39,3,4
24103,12067,1856,1,6,2,4,12/18/2015 20:00,12/20/2015 20:00,2,1
24104,10910,1856,1,7,2,3,12/18/2015 20:21,12/20/2015 20:21,2,1
24105,11857,1979,3,6,2,4,12/18/2015 20:42,12/24/2015 20:42,6,2
24106,2101,751,3,6,4,4,12/18/2015 21:03,12/20/2015 21:03,2,2
24107,1094,652,3,2,2,1,12/18/2015 21:24,12/21/2015 21:24,3,2
24109,12207,753,4,6,2,4,12/18/2015 22:06,12/23/2015 22:06,5,4
24110,2049,753,3,6,2,4,12/18/2015 22:27,12/24/2015 22:27,6,2
24112,2372,807,3,7,2,3,12/18/2015 23:09,12/21/2015 23:09,3,2
24113,6203,2201,3,7,2,3,12/18/2015 23:30,12/22/2015 23:30,4,2
24115,3436,2201,4,7,2,3,12/19/2015 0:12,12/25/2015 0:12,6,4
24117,9129,535,1,3,2,2,12/19/2015 0:54,12/21/2015 0:54,2,1
24118,9345,535,4,6,4,4,12/19/2015 1:15,12/23/2015 1:15,4,4
24119,51,2198,4,3,2,2,12/19/2015 1:36,12/24/2015 1:36,5,4
24120,5402,1913,4,4,2,2,12/19/2015 1:57,12/25/2015 1:57,6,4
24121,10951,1913,4,2,1,1,12/19/2015 2:18,12/21/2015 2:18,2,4
24122,6464,1913,1,7,2,3,12/19/2015 2:39,12/21/2015 2:39,2,1
24123,3232,1321,3,7,2,3,12/19/2015 3:00,12/23/2015 3:00,4,2
24124,12069,1321,3,6,2,4,12/19/2015 3:21,12/24/2015 3:21,5,2
24125,496,1321,4,3,2,2,12/19/2015 3:42,12/25/2015 3:42,6,4
24126,912,1321,4,3,1,2,12/19/2015 4:03,12/21/2015 4:03,2,4
24127,8123,1351,4,2,1,1,12/19/2015 4:24,12/22/2015 4:24,3,4
24128,9563,2250,4,7,4,3,12/19/2015 4:45,12/23/2015 4:45,4,4
24129,11228,2250,4,3,2,2,12/19/2015 5:06,12/24/2015 5:06,5,4
24130,7777,1301,4,3,2,2,12/19/2015 5:27,12/25/2015 5:27,6,4
24132,1062,1301,4,6,1,4,12/19/2015 6:09,12/22/2015 6:09,3,4
24133,5875,1301,2,3,4,2,12/19/2015 6:30,12/19/2015 18:30,0,0
24134,7629,1301,2,3,4,2,12/19/2015 6:51,12/19/2015 18:51,0,0
24135,11401,2257,2,7,4,3,12/19/2015 7:12,12/19/2015 19:12,0,0
24136,10457,2257,2,3,4,2,12/19/2015 7:33,12/19/2015 19:33,0,0
24137,4227,2257,2,2,4,1,12/19/2015 7:54,12/19/2015 19:54,0,0
24138,282,2265,2,7,4,3,12/19/2015 8:15,12/19/2015 20:15,0,0
24139,12320,2265,2,7,4,3,12/19/2015 8:37,12/19/2015 20:37,0,0
24140,12119,2265,2,3,4,2,12/19/2015 8:58,12/19/2015 20:58,0,0
24141,10714,1304,1,2,2,1,12/19/2015 9:19,12/21/2015 9:19,2,1
24142,9063,1330,1,1,3,4,12/19/2015 9:40,12/21/2015 9:40,2,1
24144,2110,1891,4,3,2,2,12/19/2015 10:22,12/24/2015 10:22,5,4
24145,878,1891,4,9,3,4,12/19/2015 10:43,12/25/2015 10:43,6,4
24149,8027,699,2,8,2,4,12/19/2015 12:07,12/20/2015 0:07,1,0
24150,3591,2266,2,6,2,4,12/19/2015 12:28,12/20/2015 0:28,1,0
24151,7953,2236,2,3,2,2,12/19/2015 12:49,12/20/2015 0:49,1,0
24153,4499,1340,2,4,2,2,12/19/2015 13:31,12/20/2015 1:31,1,0
24154,8486,1340,2,4,2,2,12/19/2015 13:52,12/20/2015 1:52,1,0
24155,2092,1340,3,4,2,2,12/19/2015 14:13,12/25/2015 14:13,6,2
24156,1731,1340,3,8,4,4,12/19/2015 14:34,12/21/2015 14:34,2,2
24157,2341,2191,3,7,2,3,12/19/2015 14:55,12/22/2015 14:55,3,2
24158,6086,2269,3,6,2,4,12/19/2015 15:16,12/23/2015 15:16,4,2
24159,6119,1848,3,3,2,2,12/19/2015 15:37,12/24/2015 15:37,5,2
24160,12160,1304,3,7,2,3,12/19/2015 15:58,12/25/2015 15:58,6,2
24161,6288,1304,4,3,1,2,12/19/2015 16:19,12/21/2015 16:19,2,4
24162,11895,1830,4,6,1,4,12/19/2015 16:40,12/22/2015 16:40,3,4
24164,6701,1968,4,2,2,1,12/19/2015 17:22,12/24/2015 17:22,5,4
24165,9760,1968,4,7,2,3,12/19/2015 17:43,12/25/2015 17:43,6,4
24166,247,1968,4,3,1,2,12/19/2015 18:04,12/21/2015 18:04,2,4
24167,8772,1347,4,3,1,2,12/19/2015 18:25,12/22/2015 18:25,3,4
24168,867,1347,4,3,4,2,12/19/2015 18:46,12/23/2015 18:46,4,4
24169,3309,831,4,8,2,4,12/19/2015 19:07,12/24/2015 19:07,5,4
24170,4832,831,1,2,2,1,12/19/2015 19:28,12/21/2015 19:28,2,1
24171,1071,831,4,3,1,2,12/19/2015 19:49,12/21/2015 19:49,2,4
24172,2435,1907,4,2,1,1,12/19/2015 20:10,12/22/2015 20:10,3,4
24173,978,677,4,7,4,3,12/19/2015 20:31,12/23/2015 20:31,4,4
24174,6940,1919,4,3,2,2,12/19/2015 20:52,12/24/2015 20:52,5,4
24175,8355,1342,4,7,2,3,12/19/2015 21:13,12/25/2015 21:13,6,4
24176,7200,1843,4,6,1,4,12/19/2015 21:34,12/21/2015 21:34,2,4
24177,2376,1843,4,6,1,4,12/19/2015 21:55,12/22/2015 21:55,3,4
24178,2183,1843,4,4,4,2,12/19/2015 22:16,12/23/2015 22:16,4,4
24179,1663,697,4,7,2,3,12/19/2015 22:37,12/24/2015 22:37,5,4
24180,9720,2222,4,4,2,2,12/19/2015 22:58,12/25/2015 22:58,6,4
24182,971,2222,4,6,1,4,12/19/2015 23:40,12/22/2015 23:40,3,4
24183,1695,2222,4,2,4,1,12/20/2015 0:01,12/24/2015 0:01,4,4
24185,9098,2222,2,3,4,2,12/20/2015 0:43,12/20/2015 12:43,0,0
24186,8328,2191,2,3,4,2,12/20/2015 1:04,12/20/2015 13:04,0,0
